"difference_type","surface_term","side","token_position","char_start","char_end","snippet","structural_identifier"
"shared_count_delta","must","reference","964","5591","5595","SED AND HOW YOU CAN GET ACCESS TO THIS INFORMATION. PLEASE REVIEW IT CAREFULLY.’’ (ii) Uses and disclosures. The notice must contain: (A) A description, including at least one example, of the types of...","1ba95f76e2cf34ac267881521b3dfc912f69006680bfa528044b009753b7fc3c"
"shared_count_delta","must","reference","1087","6294","6298","bited or materially limited by other applicable law, such as 42 CFR part 2, the description of such use or disclo- sure must reflect the more stringent law as defined in § 160.202 of this sub- chapter...","1ba95f76e2cf34ac267881521b3dfc912f69006680bfa528044b009753b7fc3c"
"shared_count_delta","must","reference","1120","6474","6478","of this sub- chapter. (D) For each purpose described in paragraph (b)(1)(ii)(A) or (B) of this section, the description must include sufficient detail to place the individual on notice of the uses and...","1ba95f76e2cf34ac267881521b3dfc912f69006680bfa528044b009753b7fc3c"
"shared_count_delta","must","reference","1347","7785","7789","gage in any of the fol- lowing activities, the description re- quired by paragraph (b)(1)(ii)(A) or (B) of this section must include a separate statement informing the individual of such activities, a...","1ba95f76e2cf34ac267881521b3dfc912f69006680bfa528044b009753b7fc3c"
"shared_count_delta","must","reference","1594","9251","9255","the indi- vidual or the holder of the record, as provided in 42 CFR part 2. A court order authorizing use or disclosure must be accompanied by a subpoena or other legal requirement compelling disclosu...","1ba95f76e2cf34ac267881521b3dfc912f69006680bfa528044b009753b7fc3c"
"shared_count_delta","must","reference","1649","9580","9584","FR part 2 intends to use or disclose such records for fundraising for the benefit of the covered entity, the individual must first be provided with a clear and conspicuous opportunity to elect not to ...","1ba95f76e2cf34ac267881521b3dfc912f69006680bfa528044b009753b7fc3c"
"shared_count_delta","must","reference","1673","9737","9741","nd conspicuous opportunity to elect not to receive any fundraising communica- tions. (iv) Individual rights. The notice must contain a statement of the individual’s rights with respect to protected he...","1ba95f76e2cf34ac267881521b3dfc912f69006680bfa528044b009753b7fc3c"
"shared_count_delta","must","reference","1873","10922","10926","n, to obtain a paper copy of the notice from the covered entity upon re- quest. (v) Covered entity’s duties. The notice must contain: (A) A statement that the covered en- tity is required by law to ma...","1ba95f76e2cf34ac267881521b3dfc912f69006680bfa528044b009753b7fc3c"
"shared_count_delta","must","reference","2022","11793","11797","e and to make the new notice provisions effective for all protected health information that it maintains. The statement must also describe how it will provide individuals with a revised notice. (vi) C...","1ba95f76e2cf34ac267881521b3dfc912f69006680bfa528044b009753b7fc3c"
"shared_count_delta","must","reference","2038","11895","11899","ns. The statement must also describe how it will provide individuals with a revised notice. (vi) Complaints. The notice must con- tain a statement that individuals may complain to the covered entity a...","1ba95f76e2cf34ac267881521b3dfc912f69006680bfa528044b009753b7fc3c"
"shared_count_delta","must","reference","2100","12261","12265","y, and a statement that the individual will not be retaliated against for filing a complaint. (vii) Contact. The notice must con- tain the name, or title, and telephone number of a person or office to...","1ba95f76e2cf34ac267881521b3dfc912f69006680bfa528044b009753b7fc3c"
"shared_count_delta","must","reference","2133","12444","12448","rson or office to contact for further information as required by § 164.530(a)(1)(ii). (viii) Effective date. The notice must contain the date on which the notice is first in effect, which may not be e...","1ba95f76e2cf34ac267881521b3dfc912f69006680bfa528044b009753b7fc3c"
"shared_count_delta","must","reference","2302","13363","13367","infor- mation created or received prior to issuing a revised notice, in accordance with § 164.530(i)(2)(ii), the notice must include the statements required by paragraph (b)(1)(v)(C) of this section. ...","1ba95f76e2cf34ac267881521b3dfc912f69006680bfa528044b009753b7fc3c"
"shared_count_delta","must","reference","2324","13491","13495","lude the statements required by paragraph (b)(1)(v)(C) of this section. (3) Revisions to the notice. The covered entity must promptly revise and dis- tribute its notice whenever there is a material ch...","1ba95f76e2cf34ac267881521b3dfc912f69006680bfa528044b009753b7fc3c"
"shared_count_delta","must","reference","2409","13980","13984","in which such material change is reflected. (c) Implementation specifications: Pro- vision of notice. A covered entity must make the notice required by this sec- tion available on request to any perso...","1ba95f76e2cf34ac267881521b3dfc912f69006680bfa528044b009753b7fc3c"
"shared_count_delta","must","reference","2453","14229","14233","s (c)(1) through (c)(3) of this sec- tion, as applicable. (1) Specific requirements for health plans. (i) A health plan must provide the notice: (A) No later than the compliance date for the health pl...","1ba95f76e2cf34ac267881521b3dfc912f69006680bfa528044b009753b7fc3c"
"shared_count_delta","must","reference","2502","14508","14512","oll- ment, to individuals who are new en- rollees. (ii) No less frequently than once every three years, the health plan must notify individuals then covered by the plan of the availability of the noti...","1ba95f76e2cf34ac267881521b3dfc912f69006680bfa528044b009753b7fc3c"
"shared_count_delta","must","reference","2636","15227","15231","otice: (A) A health plan that posts its no- tice on its web site in accordance with paragraph (c)(3)(i) of this section must prominently post the change or its re- vised notice on its web site by the ...","1ba95f76e2cf34ac267881521b3dfc912f69006680bfa528044b009753b7fc3c"
"shared_count_delta","must","reference","2716","15653","15657","the plan. (B) A health plan that does not post its notice on a web site pursuant to paragraph (c)(3)(i) of this section must provide the revised notice, or informa- tion about the material change and ...","1ba95f76e2cf34ac267881521b3dfc912f69006680bfa528044b009753b7fc3c"
"shared_count_delta","must","reference","2778","16028","16032","red health care providers. A covered health care provider that has a direct treatment relationship with an indi- vidual must: (i) Provide the notice: (A) No later than the date of the first service de...","1ba95f76e2cf34ac267881521b3dfc912f69006680bfa528044b009753b7fc3c"
"shared_count_delta","must","reference","3038","17568","17572","tity that main- tains a web site that provides informa- tion about the covered entity’s cus- tomer services or benefits must promi- nently post its notice on the web site and make the notice available...","1ba95f76e2cf34ac267881521b3dfc912f69006680bfa528044b009753b7fc3c"
"shared_count_delta","must","reference","3108","17972","17976","as not been withdrawn. If the covered entity knows that the e- mail transmission has failed, a paper copy of the notice must be provided to the individual. Provision of electronic notice by the covere...","1ba95f76e2cf34ac267881521b3dfc912f69006680bfa528044b009753b7fc3c"
"shared_count_delta","must","reference","3178","18387","18391","ction, if the first serv- ice delivery to an individual is deliv- ered electronically, the covered health care provider must provide electronic notice automatically and contempora- neously in response...","1ba95f76e2cf34ac267881521b3dfc912f69006680bfa528044b009753b7fc3c"
"shared_count_delta","must","reference","3457","20133","20137","are operations relating to the organized health care arrangement. (3) The covered entities included in the joint notice must provide the no- tice to individuals in accordance with the applicable imple...","1ba95f76e2cf34ac267881521b3dfc912f69006680bfa528044b009753b7fc3c"
"shared_count_delta","must","reference","3592","20947","20951","of patients who are the subjects of such records. (e) Implementation specifications: Docu- mentation. A covered entity must docu- ment compliance with the notice re- quirements, as required by § 164.5...","1ba95f76e2cf34ac267881521b3dfc912f69006680bfa528044b009753b7fc3c"
"shared_count_delta","permitted","evaluated","1019","5916","5925","payment, and health care oper- ations. (B) A description of each of the other purposes for which the covered entity is permitted or required by this sub- part to use or disclose protected health infor...","35b31d7295fa7e07c4eb02667ac1d47d82eefda28c6f5fcd8f22f72fb32c122e"
"shared_count_delta","permitted","evaluated","1135","6570","6579",", the description must include sufficient detail to place the individual on notice of the uses and disclosures that are permitted or required by this subpart and other applicable law, such as 42 CFR p...","35b31d7295fa7e07c4eb02667ac1d47d82eefda28c6f5fcd8f22f72fb32c122e"
"shared_count_delta","permitted","evaluated","2202","12818","12827","if a covered entity 719§ 164.520 45 CFR Subtitle A (10–1–24 Edition) elects to limit the uses or disclosures that it is permitted to make under this subpart, the covered entity may de- scribe its more...","35b31d7295fa7e07c4eb02667ac1d47d82eefda28c6f5fcd8f22f72fb32c122e"
"shared_count_delta","permitted","reference","986","5720","5729","ain: (A) A description, including at least one example, of the types of uses and disclosures that the covered entity is permitted by this subpart to make for each of the following purposes: treat- men...","35b31d7295fa7e07c4eb02667ac1d47d82eefda28c6f5fcd8f22f72fb32c122e"
"shared_count_delta","permitted","reference","1021","5922","5931","payment, and health care oper- ations. (B) A description of each of the other purposes for which the covered entity is permitted or required by this sub- part to use or disclose protected health infor...","35b31d7295fa7e07c4eb02667ac1d47d82eefda28c6f5fcd8f22f72fb32c122e"
"shared_count_delta","permitted","reference","1137","6576","6585",", the description must include sufficient detail to place the individual on notice of the uses and disclosures that are permitted or required by this subpart and other applicable law, such as 42 CFR p...","35b31d7295fa7e07c4eb02667ac1d47d82eefda28c6f5fcd8f22f72fb32c122e"
"shared_count_delta","permitted","reference","2204","12824","12833","if a covered entity 719§ 164.520 45 CFR Subtitle A (10–1–24 Edition) elects to limit the uses or disclosures that it is permitted to make under this subpart, the covered entity may de- scribe its more...","35b31d7295fa7e07c4eb02667ac1d47d82eefda28c6f5fcd8f22f72fb32c122e"
"shared_count_delta","required","evaluated","821","4716","4724","oup health plan, or is enrolled in or has disenrolled from a health insurance issuer or HMO offered by the plan, is not required to maintain or provide a notice under this section. (4) Exception for i...","74530aee999815c974f50deb4df165c48902db52ab5021e7f0c996596faecb07"
"shared_count_delta","required","evaluated","909","5249","5257","ds subject to 42 U.S.C. 290dd-2, must provide a notice that is written in plain language and that contains the elements required by this paragraph. (i) Header. The notice must contain the following st...","4a2446c93101b27bd578b448b4a5ee43d1130c78c445b7458c9801f571cce840"
"shared_count_delta","required","evaluated","1021","5929","5937","health care oper- ations. (B) A description of each of the other purposes for which the covered entity is permitted or required by this sub- part to use or disclose protected health information withou...","74530aee999815c974f50deb4df165c48902db52ab5021e7f0c996596faecb07"
"shared_count_delta","required","evaluated","1137","6583","6591","tion must include sufficient detail to place the individual on notice of the uses and disclosures that are permitted or required by this subpart and other applicable law, such as 42 CFR part 2. (E) A ...","74530aee999815c974f50deb4df165c48902db52ab5021e7f0c996596faecb07"
"shared_count_delta","required","evaluated","1267","7323","7331","on. (G) A description, including at least one example, of the types of uses and disclosures for which an attestation is required under § 164.509. (H) A statement adequate to put the individual on noti...","4a2446c93101b27bd578b448b4a5ee43d1130c78c445b7458c9801f571cce840"
"shared_count_delta","required","evaluated","1731","10099","10107","res of pro- tected health information as provided by § 164.522(a), including a statement that the covered entity is not required to agree to a requested restriction, ex- cept in case of a disclosure r...","74530aee999815c974f50deb4df165c48902db52ab5021e7f0c996596faecb07"
"shared_count_delta","required","evaluated","1882","10975","10983","tity upon re- quest. (v) Covered entity’s duties. The notice must contain: (A) A statement that the covered en- tity is required by law to maintain the privacy of protected health informa- tion, to pr...","4a2446c93101b27bd578b448b4a5ee43d1130c78c445b7458c9801f571cce840"
"shared_count_delta","required","evaluated","1931","11278","11286","iduals following a breach of unsecured pro- tected health information; (B) A statement that the covered en- tity is not required to abide by the terms of the notice currently in effect; and (C) For th...","74530aee999815c974f50deb4df165c48902db52ab5021e7f0c996596faecb07"
"shared_count_delta","required","evaluated","2119","12371","12379","ice must con- tain the name, or title, and telephone number of a person or office to contact for further information as required by § 164.530(a)(1)(ii). (viii) Effective date. The notice must contain ...","4a2446c93101b27bd578b448b4a5ee43d1130c78c445b7458c9801f571cce840"
"shared_count_delta","required","evaluated","2169","12652","12660","e date on which the notice is printed or otherwise published. (2) Optional elements. (i) In addition to the information required by paragraph (b)(1) of this section, if a covered entity 719§ 164.520 4...","4a2446c93101b27bd578b448b4a5ee43d1130c78c445b7458c9801f571cce840"
"shared_count_delta","required","evaluated","2304","13385","13393","eived prior to issuing a revised notice, in accordance with § 164.530(i)(2)(ii), the notice must include the statements required by paragraph (b)(1)(v)(C) of this section. (3) Revisions to the notice....","4a2446c93101b27bd578b448b4a5ee43d1130c78c445b7458c9801f571cce840"
"shared_count_delta","required","evaluated","2365","13727","13735","ividual’s rights, the cov- ered entity’s legal duties, or other pri- vacy practices stated in the notice. Ex- cept when required by law, a material change to any term of the notice may not be implemen...","4a2446c93101b27bd578b448b4a5ee43d1130c78c445b7458c9801f571cce840"
"shared_count_delta","required","evaluated","2411","13995","14003","al change is reflected. (c) Implementation specifications: Pro- vision of notice. A covered entity must make the notice required by this sec- tion available on request to any person and to individuals...","4a2446c93101b27bd578b448b4a5ee43d1130c78c445b7458c9801f571cce840"
"shared_count_delta","required","evaluated","3065","17727","17735","site and make the notice available elec- tronically through the web site. (ii) A covered entity may provide the notice required by this section to an individual by e-mail, if the individual agrees to ...","4a2446c93101b27bd578b448b4a5ee43d1130c78c445b7458c9801f571cce840"
"shared_count_delta","required","evaluated","3338","19386","19394","The joint notice meets the imple- mentation specifications in paragraph (b) of this section, except that the statements required by this section may be altered to reflect the fact that the notice cove...","4a2446c93101b27bd578b448b4a5ee43d1130c78c445b7458c9801f571cce840"
"shared_count_delta","required","evaluated","3600","21003","21011","ntation specifications: Docu- mentation. A covered entity must docu- ment compliance with the notice re- quirements, as required by § 164.530(j), by retaining copies of the notices issued by the cover...","4a2446c93101b27bd578b448b4a5ee43d1130c78c445b7458c9801f571cce840"
"shared_count_delta","required","reference","822","4716","4724","oup health plan, or is enrolled in or has disenrolled from a health insurance issuer or HMO offered by the plan, is not required to maintain or provide a notice under this section. (4) Exception for i...","74530aee999815c974f50deb4df165c48902db52ab5021e7f0c996596faecb07"
"shared_count_delta","required","reference","911","5253","5261","ds subject to 42 U.S.C. 290dd-2, must provide a notice that is written in plain language and that contains the elements required by this paragraph. (i) Header. The notice must contain the following st...","4a2446c93101b27bd578b448b4a5ee43d1130c78c445b7458c9801f571cce840"
"shared_count_delta","required","reference","1023","5935","5943","health care oper- ations. (B) A description of each of the other purposes for which the covered entity is permitted or required by this sub- part to use or disclose protected health information withou...","74530aee999815c974f50deb4df165c48902db52ab5021e7f0c996596faecb07"
"shared_count_delta","required","reference","1139","6589","6597","tion must include sufficient detail to place the individual on notice of the uses and disclosures that are permitted or required by this subpart and other applicable law, such as 42 CFR part 2. (E) A ...","74530aee999815c974f50deb4df165c48902db52ab5021e7f0c996596faecb07"
"shared_count_delta","required","reference","1269","7329","7337","on. (G) A description, including at least one example, of the types of uses and disclosures for which an attestation is required under § 164.509. (H) A statement adequate to put the individual on noti...","4a2446c93101b27bd578b448b4a5ee43d1130c78c445b7458c9801f571cce840"
"shared_count_delta","required","reference","1733","10105","10113","res of pro- tected health information as provided by § 164.522(a), including a statement that the covered entity is not required to agree to a requested restriction, ex- cept in case of a disclosure r...","74530aee999815c974f50deb4df165c48902db52ab5021e7f0c996596faecb07"
"shared_count_delta","required","reference","1884","10981","10989","tity upon re- quest. (v) Covered entity’s duties. The notice must contain: (A) A statement that the covered en- tity is required by law to maintain the privacy of protected health informa- tion, to pr...","4a2446c93101b27bd578b448b4a5ee43d1130c78c445b7458c9801f571cce840"
"shared_count_delta","required","reference","1932","11280","11288","ndividuals following a breach of unsecured pro- tected health information; (B) A statement that the covered en- tity is required to abide by the terms of the notice currently in effect; and (C) For th...","4a2446c93101b27bd578b448b4a5ee43d1130c78c445b7458c9801f571cce840"
"shared_count_delta","required","reference","2121","12377","12385","ice must con- tain the name, or title, and telephone number of a person or office to contact for further information as required by § 164.530(a)(1)(ii). (viii) Effective date. The notice must contain ...","4a2446c93101b27bd578b448b4a5ee43d1130c78c445b7458c9801f571cce840"
"shared_count_delta","required","reference","2171","12658","12666","e date on which the notice is printed or otherwise published. (2) Optional elements. (i) In addition to the information required by paragraph (b)(1) of this section, if a covered entity 719§ 164.520 4...","4a2446c93101b27bd578b448b4a5ee43d1130c78c445b7458c9801f571cce840"
"shared_count_delta","required","reference","2306","13391","13399","eived prior to issuing a revised notice, in accordance with § 164.530(i)(2)(ii), the notice must include the statements required by paragraph (b)(1)(v)(C) of this section. (3) Revisions to the notice....","4a2446c93101b27bd578b448b4a5ee43d1130c78c445b7458c9801f571cce840"
"shared_count_delta","required","reference","2367","13733","13741","ividual’s rights, the cov- ered entity’s legal duties, or other pri- vacy practices stated in the notice. Ex- cept when required by law, a material change to any term of the notice may not be implemen...","4a2446c93101b27bd578b448b4a5ee43d1130c78c445b7458c9801f571cce840"
"shared_count_delta","required","reference","2413","14001","14009","al change is reflected. (c) Implementation specifications: Pro- vision of notice. A covered entity must make the notice required by this sec- tion available on request to any person and to individuals...","4a2446c93101b27bd578b448b4a5ee43d1130c78c445b7458c9801f571cce840"
"shared_count_delta","required","reference","3067","17733","17741","site and make the notice available elec- tronically through the web site. (ii) A covered entity may provide the notice required by this section to an individual by e-mail, if the individual agrees to ...","4a2446c93101b27bd578b448b4a5ee43d1130c78c445b7458c9801f571cce840"
"shared_count_delta","required","reference","3340","19392","19400","The joint notice meets the imple- mentation specifications in paragraph (b) of this section, except that the statements required by this section may be altered to reflect the fact that the notice cove...","4a2446c93101b27bd578b448b4a5ee43d1130c78c445b7458c9801f571cce840"
"shared_count_delta","required","reference","3602","21009","21017","ntation specifications: Docu- mentation. A covered entity must docu- ment compliance with the notice re- quirements, as required by § 164.530(j), by retaining copies of the notices issued by the cover...","4a2446c93101b27bd578b448b4a5ee43d1130c78c445b7458c9801f571cce840"
"evaluated_only","retaliated","evaluated","2088","12186","12196","ption of how the individual may file a complaint with the covered enti- ty, and a statement that the individual will be retaliated against for filing a complaint. (vii) Contact. The notice must con- t...","a55e3c980052f8075daf763b76136e4701cbb070e2c99bd9ab16abe89e432861"
"reference_only","retaliated","reference","2090","12192","12202","n of how the individual may file a complaint with the covered enti- ty, and a statement that the individual will not be retaliated against for filing a complaint. (vii) Contact. The notice must con- t...","8a7ade9279f42d886f895e1a235a951b07fdb025a055fdcd522f4733f89e2d51"
"shared_count_delta","right","evaluated","415","2436","2441","y prac- tices—(1) Right to notice. Except as pro- vided by paragraph (a)(3) or (4) of this section, an individual has a right to adequate notice of the uses and disclo- sures of protected health infor...","c889ea6f6a852ed7d2fbf91e62218d52db3e3bdce79a45cf1c10bf2855646f58"
"shared_count_delta","right","evaluated","500","2901","2906","C. 290dd-2. As provided in 42 CFR 2.22, an individual who is the subject of records protected under 42 CFR part 2 has a right to adequate no- tice of the uses and disclosures of such records, and of t...","c889ea6f6a852ed7d2fbf91e62218d52db3e3bdce79a45cf1c10bf2855646f58"
"shared_count_delta","right","evaluated","548","3166","3171","respect to such records. (3) Exception for group health plans. (i) An individual enrolled in a group health plan has a right to notice: (A) From the group health plan, if, and to the extent that, such...","c889ea6f6a852ed7d2fbf91e62218d52db3e3bdce79a45cf1c10bf2855646f58"
"shared_count_delta","right","evaluated","840","4826","4831","n, is not required to maintain or provide a notice under this section. (4) Exception for inmates. An inmate does have a right to notice under this section, and the requirements of this section do not ...","c889ea6f6a852ed7d2fbf91e62218d52db3e3bdce79a45cf1c10bf2855646f58"
"shared_count_delta","right","evaluated","1386","8024","8029","4(f)(1), the covered entity may contact the in- dividual to raise funds for the covered entity and the individual has a right to opt out of receiving such communica- tions; (B) In accordance with § 16...","c889ea6f6a852ed7d2fbf91e62218d52db3e3bdce79a45cf1c10bf2855646f58"
"shared_count_delta","right","evaluated","1702","9921","9926","otected health information and a brief description of how the individual may exercise these rights, as follows: (A) The right to request restrictions on certain uses and disclosures of pro- tected hea...","c889ea6f6a852ed7d2fbf91e62218d52db3e3bdce79a45cf1c10bf2855646f58"
"shared_count_delta","right","evaluated","1754","10224","10229","red to agree to a requested restriction, ex- cept in case of a disclosure restricted under § 164.522(a)(1)(vi); (B) The right to receive confidential communications of protected health information as ...","c889ea6f6a852ed7d2fbf91e62218d52db3e3bdce79a45cf1c10bf2855646f58"
"shared_count_delta","right","evaluated","1773","10353","10358","receive confidential communications of protected health information as provided by § 164.522(b), as applicable; (C) The right to inspect and copy pro- tected health information as provided by § 164.52...","c889ea6f6a852ed7d2fbf91e62218d52db3e3bdce79a45cf1c10bf2855646f58"
"shared_count_delta","right","evaluated","1789","10444","10449","2(b), as applicable; (C) The right to inspect and copy pro- tected health information as provided by § 164.524; (D) The right to amend protected health information as provided by § 164.526; (E) The ri...","c889ea6f6a852ed7d2fbf91e62218d52db3e3bdce79a45cf1c10bf2855646f58"
"shared_count_delta","right","evaluated","1802","10522","10527","rmation as provided by § 164.524; (D) The right to amend protected health information as provided by § 164.526; (E) The right to receive an account- ing of disclosures of protected health information ...","c889ea6f6a852ed7d2fbf91e62218d52db3e3bdce79a45cf1c10bf2855646f58"
"shared_count_delta","right","evaluated","1822","10640","10645","e right to receive an account- ing of disclosures of protected health information as provided by § 164.528; and (F) The right of an individual, includ- ing an individual who has agreed to re- ceive th...","c889ea6f6a852ed7d2fbf91e62218d52db3e3bdce79a45cf1c10bf2855646f58"
"shared_count_delta","right","evaluated","1995","11633","11638","or received prior to issuing a revised notice, in accordance with § 164.530(i)(2)(ii), a statement that it reserves the right to change the terms of its notice and to make the new notice provisions ef...","c889ea6f6a852ed7d2fbf91e62218d52db3e3bdce79a45cf1c10bf2855646f58"
"shared_count_delta","right","evaluated","2239","13034","13039","disclo- sures in its notice, provided that the covered entity may not include in its notice a limitation affecting its right to make a use or disclosure that is re- quired by law or permitted by § 164...","c889ea6f6a852ed7d2fbf91e62218d52db3e3bdce79a45cf1c10bf2855646f58"
"shared_count_delta","right","evaluated","3223","18674","18679","this sec- tion apply to electronic notice. (iv) The individual who is the recipi- ent of electronic notice retains the right to obtain a paper copy of the no- tice from a covered entity upon re- quest...","c889ea6f6a852ed7d2fbf91e62218d52db3e3bdce79a45cf1c10bf2855646f58"
"shared_count_delta","right","reference","415","2432","2437","y prac- tices—(1) Right to notice. Except as pro- vided by paragraph (a)(3) or (4) of this section, an individual has a right to adequate notice of the uses and disclo- sures of protected health infor...","c889ea6f6a852ed7d2fbf91e62218d52db3e3bdce79a45cf1c10bf2855646f58"
"shared_count_delta","right","reference","500","2897","2902","C. 290dd-2. As provided in 42 CFR 2.22, an individual who is the subject of records protected under 42 CFR part 2 has a right to adequate no- tice of the uses and disclosures of such records, and of t...","c889ea6f6a852ed7d2fbf91e62218d52db3e3bdce79a45cf1c10bf2855646f58"
"shared_count_delta","right","reference","548","3162","3167","respect to such records. (3) Exception for group health plans. (i) An individual enrolled in a group health plan has a right to notice: (A) From the group health plan, if, and to the extent that, such...","c889ea6f6a852ed7d2fbf91e62218d52db3e3bdce79a45cf1c10bf2855646f58"
"reference_only","right","reference","842","4830","4835","s not required to maintain or provide a notice under this section. (4) Exception for inmates. An inmate does not have a right to notice under this section, and the requirements of this section do not ...","54d91fe666bd2ff228780990ef8cd654ccadf39cdf2892bfd5a8ddf13a0054d5"
"shared_count_delta","right","reference","1388","8030","8035","4(f)(1), the covered entity may contact the in- dividual to raise funds for the covered entity and the individual has a right to opt out of receiving such communica- tions; (B) In accordance with § 16...","c889ea6f6a852ed7d2fbf91e62218d52db3e3bdce79a45cf1c10bf2855646f58"
"shared_count_delta","right","reference","1704","9927","9932","otected health information and a brief description of how the individual may exercise these rights, as follows: (A) The right to request restrictions on certain uses and disclosures of pro- tected hea...","c889ea6f6a852ed7d2fbf91e62218d52db3e3bdce79a45cf1c10bf2855646f58"
"shared_count_delta","right","reference","1756","10230","10235","red to agree to a requested restriction, ex- cept in case of a disclosure restricted under § 164.522(a)(1)(vi); (B) The right to receive confidential communications of protected health information as ...","c889ea6f6a852ed7d2fbf91e62218d52db3e3bdce79a45cf1c10bf2855646f58"
"shared_count_delta","right","reference","1775","10359","10364","receive confidential communications of protected health information as provided by § 164.522(b), as applicable; (C) The right to inspect and copy pro- tected health information as provided by § 164.52...","c889ea6f6a852ed7d2fbf91e62218d52db3e3bdce79a45cf1c10bf2855646f58"
"shared_count_delta","right","reference","1791","10450","10455","2(b), as applicable; (C) The right to inspect and copy pro- tected health information as provided by § 164.524; (D) The right to amend protected health information as provided by § 164.526; (E) The ri...","c889ea6f6a852ed7d2fbf91e62218d52db3e3bdce79a45cf1c10bf2855646f58"
"shared_count_delta","right","reference","1804","10528","10533","rmation as provided by § 164.524; (D) The right to amend protected health information as provided by § 164.526; (E) The right to receive an account- ing of disclosures of protected health information ...","c889ea6f6a852ed7d2fbf91e62218d52db3e3bdce79a45cf1c10bf2855646f58"
"shared_count_delta","right","reference","1824","10646","10651","e right to receive an account- ing of disclosures of protected health information as provided by § 164.528; and (F) The right of an individual, includ- ing an individual who has agreed to re- ceive th...","c889ea6f6a852ed7d2fbf91e62218d52db3e3bdce79a45cf1c10bf2855646f58"
"shared_count_delta","right","reference","1996","11635","11640","or received prior to issuing a revised notice, in accordance with § 164.530(i)(2)(ii), a statement that it reserves the right to change the terms of its notice and to make the new notice provisions ef...","c889ea6f6a852ed7d2fbf91e62218d52db3e3bdce79a45cf1c10bf2855646f58"
"shared_count_delta","right","reference","2241","13040","13045","disclo- sures in its notice, provided that the covered entity may not include in its notice a limitation affecting its right to make a use or disclosure that is re- quired by law or permitted by § 164...","c889ea6f6a852ed7d2fbf91e62218d52db3e3bdce79a45cf1c10bf2855646f58"
"shared_count_delta","right","reference","3225","18680","18685","this sec- tion apply to electronic notice. (iv) The individual who is the recipi- ent of electronic notice retains the right to obtain a paper copy of the no- tice from a covered entity upon re- quest...","c889ea6f6a852ed7d2fbf91e62218d52db3e3bdce79a45cf1c10bf2855646f58"
"evaluated_only","should","evaluated","190","1134","1140","ishes that the person is acting on behalf of the public official. (iii) Authority of public officials. A covered entity should rely, if such reli- ance is reasonable under the cir- cumstances, on any ...","3900bc5edc667d2db9a06a7cd26b2addbd64ebd2bb2002d3e9fcc08e31f550e5"
